Title,Opponent,Score,Date,Location (City),Location (Stadium),Latitude,Longitude,Cost,Description,Source,Relation,Rights,Reference URL,CONTENTdm number,Image Link
"Football Program. Idaho - Oregon State, 10/12/1957, Parker Stadium, Corvallis (Oregon)",Oregon State,0-20,10/12/1957,Corvallis (Oregon),Parker Stadium,44.559108,-123.281774,$0.35,"Official souvenir program of the Idaho - Oregon State football game, Saturday, October 12, 1957, Parker Stadium, Corvallis (Oregon).  Cover depicts a cartoon drawing of a football player in blue tackling a football player in red .",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,15",15,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=15&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=10715&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Oregon State, 10/17/1959, Parker Stadium, Corvallis (Oregon)",Oregon State,18-66,10/17/1959,Corvallis (Oregon),Parker Stadium,44.559108,-123.281754,$0.40,"Official souvenir program of the Idaho - Oregon State football game, Saturday, October 17, 1959, Parker Stadium, Corvallis (Oregon). Cover depicts a picture of a football player running with a football.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,52",52,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=52&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=10852&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Oregon State, 09/25/1954, Parker Stadium, Corvallis (Oregon)",Oregon State,0-13,9/25/1954,Corvallis (Oregon),Parker Stadium,44.559128,-123.281734,$0.35,"Official souvenir program of the Idaho - Oregon State football game, Saturday, September 25, 1954, Parker Stadium,Corvallis (Oregon). Cover depicts a picture of a football player wearing a helmet in a gray uniform.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,99",99,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=99&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=10999&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Oregon State, 10/15/1966, Parker Stadium, Corvallis (Oregon)",Oregon State,7-14,10/15/1966,Corvallis (Oregon),Parker Stadium,44.559108,-123.281774,$0.50,"Official souvenir program of the Idaho - Oregon State football game, Saturday, October 15, 1966, Parker Stadium, Corvallis (Oregon). Homecoming. Cover depicts picture of a building and students walking around.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,101",101,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=101&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=110101&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Oregon State, 10/17/1964, Parker Stadium, Corvallis (Oregon)",Oregon State,7-10,10/17/1964,Corvallis (Oregon),Parker Stadium,44.559148,-123.281754,$0.50,"Official souvenir program of the Idaho - Oregon State football game, Saturday, October 17, 1964, Parker Stadium Corvallis (Oregon). Cover depicts an area view of the football field.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,103",103,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=103&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=111103&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Oregon State, 11/05/1955, Parker Stadium, Corvallis (Oregon)",Oregon State,14-33,11/5/1955,Corvallis (Oregon),Parker Stadium,44.559108,-123.281794,$0.35,"Official souvenir program of the Idaho - Oregon State football game, Saturday, November 05, 1955. ",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,106",106,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=106&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=112106&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Oregon State, 10/07/1961, Parker Stadium, Oregon (Corvallis)",Oregon State,6-44,10/7/1961,Oregon (Corvallis),Parker Stadium,44.559168,-123.281774,$0.40,"Official souvenir program of the Idaho - Oregon State football game, Saturday, October 07, 1961, Parker Stadium, Oregon (Corvallis). Cover depicts a picture of two football players one in a blue uniform catching a football and one in a red uniform catching a football.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,27",27,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=27&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=11327&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Fresno State College, 09/23/1967, Ratcliffe Stadium, Fresno (California)",Fresno State College,30-14,9/23/1967,Fresno (California),Ratcliffe Stadium,36.767539,-119.789225,$0.50,"Official souvenir program of the Idaho - Fresno State College football game, Saturday, September 23, 1967, Ratcliffe Stadium, Fresno (California). Ratcliffe Stadium. Cover depicts picture of two football players jumping in the air.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,63",63,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=63&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=11463&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Fresno State College, 11/03/1956, Neale Stadium, Moscow (Idaho)",Fresno State College,24-12,11/3/1956,Fresno (California),Ratcliffe Stadium,36.767559,-119.789225,$0.25,"Official souvenir program of the Idaho - Fresno State College football game, Saturday, November 03, 1956, Fresno (California). The Bulldog Gridder. Cover depicts picture of two football players trying to catch a football.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,66",66,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=66&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=11566&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Houston, 11/18/1967, Robertson Stadium, Houston (Texas)",University of Houston,6-77,11/18/1967,Houston (Texas),Robertson Stadium,29.722004,-95.349261,$0.50,"Official souvenir program of the Idaho - University of Houston football game, Saturday, November 18, 1967, Robertson Stadium, Houston (Texas). Cover depicts picture of men cheerleaders doing flips.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,69",69,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=69&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=11669&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 11/02/1963, Rodgers Field, Pullman (Washington)",Washington State,10-14,11/2/1963,Pullman (Washington),Rodgers Field,46.731958,-117.162603,$0.50,"Official souvenir program of the Idaho - Washington State University football game, Saturday, November 02, 1963, Rodgers Field, Pullman (Washington). Cover depicts a picture of a cougar and a Vandal.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,2",2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=2&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=1172&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 11/03/1928, Rodgers Field, Pullman (Washington)",Washington State,0-26,11/3/1928,Pullman (Washington),Rodgers Field,46.731958,-117.162583,,"Official souvenir program of the Idaho - Washington State University football game, Saturday, November 03, 1928, Rodgers Field, Pullman (Washington). Homecoming. Cover depicts a picture of a cougar and a Vandal.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,3",3,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=3&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=1183&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 11/05/1932, Rodgers Field, Pullman (Washington)",Washington State,0-12,11/5/1932,Pullman (Washington),Rodgers Field,46.731978,-117.162603,,"Official souvenir program of the Idaho - Washington State University football game, Saturday, November 05, 1932, Rodgers Field, Pullman (Washington). Homecoming. Cover depicts a cartoon picture of men measuring where the football is on the penalty line.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,4",4,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=4&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=1194&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 11/08/1941, Rodgers Field, Pullman (Washington)",Washington State,0-26,11/8/1941,Pullman (Washington),Rodgers Field,46.731958,-117.162603,$0.25,"Official souvenir program of the Idaho - Washington State University football game, Saturday, November 08, 1941, Rodgers Field, Pullman (Washington). 43rd Game. Cover depicts a cartoon picture of a football player in a blue uniform about to tackle a football player in a red uniform.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,6",6,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=6&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=1206&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 11/11/1967, Rodgers Field, Pullman (Washington)",Washington State,14-52,11/11/1967,Pullman (Washington),Rodgers Field,46.731998,-117.162603,$0.50,"Official souvenir program of the Idaho - Washington State University football game, Saturday, November 11, 1967, Rodgers Field, Pullman (Washington). Cover depicts a cartoon picture of two football players one in a yellow uniform and the other in a red uniform.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,7",7,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=7&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=1217&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 11/13/1908, Rodgers Field, Pullman (Washington)",Washington State,,11/13/1908,Pullman (Washington),Rodgers Field,46.731958,-117.162623,,"Official souvenir program of the Idaho - Washington State University football game, Friday, November 13, 1908, Rodgers Field, Pullman (Washington). Cover depicts a small picture of football players on a green cover.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,8",8,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=8&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=1228&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 11/16/1957, Rodgers Field, Pullman (Washington)",Washington State,13-21,11/16/1957,Pullman (Washington),Rodgers Field,46.732018,-117.162603,$0.35,"Official souvenir program of the Idaho - Washington State University football game, Saturday, November 16, 1957, Rodgers Field, Pullman (Washington).  Dad's Day. Cover depicts a cartoon drawing of a little boy playing football with his dad and dog.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,9",9,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=9&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=1239&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 10/14/1961, Rogers Field, Pullman (Washington)",Washington State,0-34,10/14/1961,Pullman (Washington),Rogers Field,46.731958,-117.162643,$0.50,"Official souvenir program of the Idaho - Washington State University football game, Saturday, October 14, 1961, Rogers Field, Pullman (Washington). Cover depicts a picture of a football player in a red uniform kicking a football.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,28",28,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=28&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=12428&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Washington State University, 10/24/1959, Rogers Field, Pullman (Washington)",Washington State,5-27,10/24/1959,Pullman (Washington),Rogers Field,46.732038,-117.162603,$0.35,"Official souvenir program of the Idaho - Washington State University football game, Saturday, October 24, 1959, Rogers Field, Pullman (Washington). Cover depicts a picture of a football player running with a football in a red uniform.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,53",53,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=53&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=12553&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho Frosh - University of Montana Frosh, 01/01/1955, Silverton Memorial Field, Wallace (Idaho)",University of Montana Frosh,31-0,11/19/1955,Wallace (Idaho),Silverton Memorial Field,47.474095,-115.927939,$0.25,"Official souvenir program of the Idaho Frosh - University of Montana Frosh football game,Saturday, November 19, Neale Stadium, Moscow (Idaho). Idaho Frosh, Montana Frosh. Cover depicts a picture of a football player kicking a football.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,84",84,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=84&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=12684&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - San Jose State, 11/18/1960, Spartan Stadium, San Jose (California)",San Jose State,20-22,11/18/1960,San Jose (California),Spartan Stadium,37.320339,-121.868237,$0.25,"Official souvenir program of the Idaho - San Jose State football game, Friday, November 18, 1960, Spartan Stadium, San Jose (California). Cover depicts several pictures of football players.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,24",24,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=24&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=12724&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - San Jose State, 09/19/1964, Spartan Stadium, San Jose (California)",San Jose State,3-0,9/19/1964,San Jose (California),Spartan Stadium,37.320359,-121.868237,$0.50,"Official souvenir program of the Idaho -San Jose State football game, Saturday, September 19, 1964, Spartan Stadium,San Jose (California). Cover depicts a picture of a football team in yellow uniforms and a big building.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,111",111,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=111&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=128111&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - San Jose State, 11/05/1966, Neale Stadium, Moscow (Idaho)",San Jose State,7-21,11/5/1966,San Jose (California),Spartan Stadium,37.320339,-121.868257,$0.50,"Official souvenir program of the Idaho - San Jose State football game, Saturday, September 25, 1965, San Jose (California). Homecoming. Cover depicts a cartoon picture of a vandal fighting off a Spartans.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,114",114,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=114&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=129114&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - San Jose State, 10/13/1962, Spartan Stadium, San Jose (California)",San Jose State,12-12,10/13/1962,San Jose (California),Spartan Stadium,37.320369,-121.868257,$0.50,"Official souvenir program of the Idaho - San Jose State football game, Saturday, October 13, 1962, Spartan Stadium, SanJose (California). Cover depicts a cartoon picture of a the Vandals facing off with the Spartans.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,117",117,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=117&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=130117&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Arizona State, 11/21/1964, Phoenix (Arizona)",Arizona State,0-14,11/21/1964,Phoenix (Arizona),Sun Devil Stadium,33.426416,-111.932568,$0.50,"Official souvenir program of the Idaho - Arizona State football game, Saturday, November 21, 1964, Sun Devil Stadium, Phoenix (Arizona). Senior Day.  Cover depicts cartoon drawing of a football team.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,64",64,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=64&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=13164&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Utah, 10/13/1956, Neale Stadium, Moscow (Idaho)",University of Utah,0-41,10/13/1956,Salt Lake City (Utah),Ute Stadium,40.759883,-111.848921,$0.25,"Official souvenir program of the Idaho - Utah football game, Saturday, October 13, 1956, Salt Lake City (Utah). Homecoming game.  Cover depicts blue team football player alluding red team tackle.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,0",0,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=0&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=1320&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Utah, 10/04/1958, Neale Stadium, Moscow (Idaho)",University of Utah,20-0,10/4/1958,Salt Lake City (Utah),Ute Stadium,40.759883,-111.848941,$0.35,"Official souvenir program of the Idaho - University of Utah football game, Saturday, October 04, 1958, Salt Lake City (Utah) University of Utah Stadium. Cover depicts a picture of a football player in orange hugging a girl with blonde hair and blue eyes.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,35",35,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=35&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=13335&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
